20681
1;105,43
1;112,43
0;121,42
1;100,44
0;109,43
0;120,43
0;122,43
0;124,43
1;97,45
1;100,45
0;109,44
1;117,45
1;118,45
0;126,44
0;99,45
0;107,45
1;107,46
0;112,45
1;110,46
0;118,45
1;121,46
0;127,45
1;92,47
0;98,46
1;96,47
1;99,47
0;108,46
1;108,47
1;109,47
0;121,46
1;118,47
0;132,46
1;91,48
1;92,48
1;97,48
0;103,47
0;109,47
0;112,47
1;109,48
1;111,48
1;112,48
0;118,47
0;122,47
1;127,48
0;132,47
0;136,47
0;93,48
0;99,48
1;96,49
0;102,48
0;106,48
1;105,49
1;106,49
0;111,48
0;112,48
1;113,49
1;117,49
1;121,49
0;129,48
1;126,49
0;132,48
1;87,50
1;88,50
0;94,49
0;95,49
1;97,50
0;104,49
1;102,50
0;107,49
0;112,49
0;119,49
0;120,49
0;127,49
1;124,50
1;126,50
0;131,49
0;136,49
0;90,50
0;91,50
1;91,51
1;93,51
0;101,50
0;106,50
1;103,51
0;108,50
0;111,50
1;112,51
0;117,50
0;120,50
1;117,51
0;122,50
0;123,50
0;129,50
1;126,51
0;132,50
0;136,50
1;88,52
0;93,51
0;101,51
1;98,52
0;103,51
0;104,51
1;105,52
1;106,52
1;110,52
1;114,52
1;115,52
1;119,52
1;123,52
1;128,52
0;138,51
0;86,52
1;84,53
1;86,53
0;92,52
0;98,52
0;102,52
1;99,53
0;108,52
1;107,53
1;109,53
1;112,53
0;117,52
0;121,52
1;119,53
1;122,53
0;131,52
1;134,53
0;139,52
0;140,52
0;143,52
1;85,54
0;92,53
0;94,53
1;92,54
0;106,53
0;107,53
1;107,54
0;115,53
0;117,53
1;114,54
1;121,54
0;127,53
1;127,54
1;136,54
0;142,53
0;143,53
0;84,54
1;82,55
0;87,54
1;87,55
1;88,55
1;92,55
0;109,54
0;112,54
0;114,54
1;113,55
1;120,55
1;129,55
0;137,54
1;136,55
1;137,55
0;143,54
1;77,56
0;82,55
0;85,55
0;90,55
1;87,56
0;93,55
0;98,55
1;97,56
0;103,55
0;104,55
1;105,56
0;110,55
1;107,56
0;113,55
1;113,56
0;120,55
1;119,56
0;126,55
0;129,55
1;130,56
0;135,55
1;134,56
1;136,56
0;146,55
0;147,55
1;157,56
0;168,55
1;166,56
1;77,57
0;84,56
0;87,56
0;89,56
1;86,57
0;92,56
0;95,56
1;95,57
1;97,57
1;99,57
0;105,56
1;105,57
1;111,57
1;115,57
1;116,57
0;122,56
0;126,56
0;137,56
1;138,57
1;140,57
0;147,56
1;144,57
1;147,57
0;155,56
1;153,57
1;157,57
1;160,57
0;167,56
0;169,56
1;173,57
0;180,56
0;182,56
1;80,58
0;88,57
1;85,58
0;94,57
0;98,57
1;99,58
0;104,57
1;106,58
0;111,57
1;110,58
1;116,58
0;122,57
0;125,57
1;123,58
1;125,58
1;128,58
1;133,58
0;138,57
0;141,57
1;143,58
0;149,57
0;151,57
0;153,57
0;156,57
0;168,57
0;169,57
0;179,57
0;78,58
0;80,58
0;86,58
0;89,58
0;90,58
0;95,58
1;92,59
1;94,59
0;99,58
1;100,59
0;108,58
1;105,59
1;106,59
0;112,58
0;118,58
0;120,58
1;117,59
1;119,59
0;125,58
0;132,58
0;133,58
0;134,58
0;135,58
1;137,59
0;154,58
0;155,58
0;156,58
0;168,58
1;176,59
0;181,58
0;185,58
1;73,60
1;74,60
1;78,60
1;79,60
0;86,59
1;85,60
0;91,59
0;92,59
0;99,59
1;98,60
0;103,59
0;111,59
1;108,60
0;117,59
0;118,59
0;119,59
1;121,60
0;127,59
0;134,59
1;131,60
1;139,60
1;142,60
0;147,59
1;144,60
1;147,60
0;152,59
0;156,59
0;164,59
0;165,59
1;162,60
0;167,59
0;169,59
0;179,59
0;181,59
0;182,59
1;74,61
0;80,60
0;82,60
0;90,60
1;89,61
1;92,61
1;93,61
0;98,60
1;102,61
1;105,61
1;107,61
1;110,61
0;119,60
0;121,60
1;118,61
1;122,61
0;127,60
0;128,60
0;134,60
0;137,60
1;135,61
0;149,60
1;146,61
1;151,61
1;156,61
0;162,60
0;163,60
1;164,61
1;165,61
0;170,60
0;175,60
1;174,61
0;183,60
0;186,60
0;71,61
0;73,61
1;70,62
1;74,62
1;77,62
1;79,62
1;80,62
1;83,62
0;89,61
0;95,61
0;97,61
0;98,61
0;105,61
1;104,62
1;105,62
1;108,62
1;112,62
1;117,62
1;120,62
0;125,61
0;127,61
0;130,61
0;135,61
1;132,62
0;140,61
1;138,62
0;146,61
0;152,61
1;151,62
1;154,62
1;156,62
0;161,61
1;167,62
0;172,61
1;172,62
0;177,61
0;182,61
0;186,61
0;70,62
0;73,62
1;74,63
0;80,62
0;86,62
1;83,63
1;85,63
1;86,63
0;99,62
1;96,63
0;103,62
0;107,62
0;108,62
1;107,63
1;111,63
1;113,63
0;119,62
1;121,63
0;126,62
0;129,62
0;131,62
1;132,63
0;138,62
0;140,62
