67670
0;19,7
0;287,16
0;550,17
1;170,33
1;165,34
6;156,32
0;176,33
0;178,33
1;157,35
8;176,33
0;179,34
1;178,35
0;155,35
0;170,35
1;165,36
3;166,32
6;155,34
8;164,34
0;176,35
1;176,36
1;180,36
0;98,36
1;96,37
0;152,36
10;145,36
0;173,36
1;156,37
3;170,33
8;177,35
0;177,36
1;180,37
8;188,35
10;175,36
0;95,37
6;130,36
6;139,36
1;161,38
3;167,34
6;150,36
10;160,37
0;176,37
0;182,37
0;188,37
6;167,36
8;195,36
0;96,38
0;100,38
1;99,39
1;131,39
0;141,38
0;143,38
1;150,39
6;128,37
8;145,37
0;162,38
6;147,37
6;151,37
6;153,37
6;160,37
10;155,38
0;185,38
3;187,35
6;172,37
6;174,37
10;176,38
0;196,38
3;209,35
3;231,35
3;253,35
3;275,35
3;297,35
3;319,35
3;341,35
0;354,38
1;355,39
0;90,39
1;89,40
0;96,39
1;95,40
6;119,38
0;140,39
0;144,39
0;147,39
6;141,38
10;140,39
0;156,39
0;172,39
1;167,40
3;166,36
6;146,38
10;162,39
0;177,39
1;177,40
3;192,36
3;201,36
6;170,38
0;214,39
1;195,40
6;186,38
0;216,39
0;218,39
0;239,39
1;238,40
0;261,39
1;260,40
0;283,39
1;282,40
0;305,39
1;304,40
0;327,39
1;326,40
0;351,39
0;354,39
0;356,39
0;358,39
3;366,36
3;388,36
3;410,36
3;432,36
3;454,36
3;476,36
3;498,36
3;520,36
1;532,40
0;536,39
0;89,40
0;92,40
3;97,37
0;96,40
0;97,40
0;104,40
6;86,39
10;102,40
1;120,41
8;128,39
10;125,40
0;148,40
0;149,40
0;152,40
0;153,40
8;144,39
1;159,41
3;168,37
6;147,39
6;158,39
0;194,40
6;171,39
6;173,39
8;194,39
0;197,40
1;197,41
1;211,41
3;220,37
1;218,41
1;232,41
3;225,37
0;236,40
3;246,37
3;269,37
3;290,37
3;313,37
3;334,37
8;355,39
0;359,40
1;361,41
3;367,37
0;376,40
1;376,41
8;386,39
0;396,40
1;395,41
0;418,40
1;417,41
0;440,40
1;439,41
0;462,40
1;461,41
0;484,40
1;483,41
0;506,40
1;505,41
3;535,37
6;516,39
0;539,40
1;536,41
3;557,37
3;579,37
3;601,37
0;614,40
0;86,41
0;87,41
0;95,41
0;97,41
0;100,41
1;100,42
8;104,40
8;113,40
0;117,41
1;120,42
1;129,42
10;119,41
0;137,41
0;153,41
1;148,42
6;128,40
8;149,40
0;166,41
0;169,41
6;153,40
6;160,40
10;160,41
0;189,41
0;195,41
6;166,40
10;179,41
0;200,41
0;208,41
0;209,41
0;212,41
6;189,40
0;216,41
0;220,41
0;228,41
1;231,42
6;214,40
10;218,41
0;252,41
1;242,42
1;251,42
3;245,38
0;256,41
0;259,41
1;259,42
1;264,42
0;281,41
0;285,41
3;286,38
6;266,40
0;298,41
0;303,41
1;308,42
0;325,41
0;329,41
3;330,38
6;310,40
0;352,41
1;352,42
8;350,40
0;357,41
0;364,41
0;375,41
8;364,40
0;379,41
0;392,41
1;391,42
0;397,41
1;396,42
3;425,38
3;426,38
3;469,38
3;470,38
3;513,38
3;514,38
0;529,41
1;517,42
3;536,38
6;516,40
0;539,41
1;545,42
8;546,40
10;541,41
0;565,41
1;564,42
0;587,41
1;586,42
0;611,41
0;84,42
1;84,43
3;98,39
0;98,42
1;96,43
3;118,39
6;94,41
6;101,41
0;125,42
0;132,42
0;133,42
1;120,43
6;107,41
10;115,42
0;147,42
1;135,43
1;147,43
6;130,41
6;133,41
0;156,42
0;157,42
1;163,43
3;169,39
6;156,41
6;159,41
0;177,42
0;178,42
0;193,42
1;180,43
6;180,41
0;199,42
0;200,42
3;218,39
8;204,41
8;213,41
3;225,39
3;241,39
6;208,41
6;210,41
0;237,42
1;241,43
1;250,43
6;231,41
8;244,41
0;258,42
0;262,42
0;273,42
1;270,43
6;249,41
0;279,42
0;285,42
6;268,41
10;278,42
0;303,42
1;311,43
3;310,39
6;286,41
8;305,41
0;326,42
1;318,43
8;326,41
8;337,41
10;322,42
0;340,42
0;348,42
0;354,42
1;343,43
10;338,42
0;361,42
0;364,42
3;369,39
0;383,42
0;391,42
0;395,42
6;366,41
8;395,41
0;412,42
3;405,39
3;406,39
3;420,39
0;417,42
0;421,42
0;422,42
6;411,41
6;420,41
0;437,42
0;455,42
1;435,43
8;448,41
0;456,42
0;460,42
0;469,42
6;447,41
0;477,42
0;478,42
0;481,42
0;482,42
1;487,43
0;499,42
0;500,42
0;504,42
1;512,43
6;491,41
0;523,42
1;532,43
6;508,41
0;538,42
0;548,42
3;550,39
8;545,41
1;556,43
3;573,39
3;594,39
8;615,41
0;76,43
0;95,43
3;91,40
8;86,42
1;99,44
6;88,42
6;91,42
10;98,43
0;116,43
0;124,43
0;131,43
6;111,42
8;135,42
0;140,43
0;153,43
0;154,43
1;135,44
3;150,40
0;172,43
0;173,43
1;156,44
6;146,42
10;166,43
0;176,43
0;177,43
0;183,43
0;190,43
6;167,42
6;170,42
0;204,43
0;210,43
0;213,43
3;206,40
8;206,42
0;217,43
0;220,43
0;221,43
3;233,40
3;234,40
0;236,43
0;250,43
0;251,43
6;235,42
8;245,42
10;242,43
0;258,43
1;269,44
6;253,42
8;277,42
0;280,43
0;281,43
3;298,40
6;266,42
6;274,42
6;276,42
0;296,43
0;311,43
1;311,44
6;289,42
0;318,43
0;328,43
6;307,42
6;308,42
10;322,43
0;339,43
0;342,43
1;344,44
6;333,42
6;340,42
8;354,42
0;371,43
1;355,44
1;356,44
3;373,40
6;348,42
0;381,43
0;390,43
0;393,43
3;386,40
3;398,40
0;403,43
1;395,44
10;396,43
10;402,43
0;421,43
0;424,43
3;426,40
6;416,42
8;435,42
10;415,43
0;436,43
0;444,43
0;450,43
1;436,44
6;435,42
8;449,42
0;457,43
0;470,43
1;457,44
6;449,42
8;468,42
0;477,43
0;481,43
1;481,44
1;485,44
6;474,42
10;475,43
0;504,43
1;501,44
3;505,40
6;493,42
6;500,42
0;516,43
0;517,43
1;531,44
3;530,40
6;512,42
0;547,43
1;538,44
1;547,44
6;531,42
6;533,42
0;557,43
1;560,44
1;568,44
3;569,40
0;582,43
1;590,44
3;589,40
3;590,40
0;607,43
3;620,40
0;74,44
1;67,45
0;76,44
0;78,44
0;92,44
6;69,43
8;92,43
0;113,44
0;114,44
1;100,45
8;106,43
0;118,44
0;129,44
6;108,43
8;134,43
10;115,44
0;140,44
0;153,44
0;154,44
1;143,45
8;144,43
0;160,44
0;161,44
0;168,44
1;171,45
6;147,43
6;150,43
0;177,44
0;178,44
0;183,44
3;193,41
6;181,43
0;201,44
0;213,44
1;206,45
3;206,41
6;195,43
0;217,44
0;231,44
0;232,44
1;223,45
3;227,41
6;211,43
0;236,44
0;253,44
1;235,45
6;226,43
6;235,43
0;257,44
0;275,44
1;257,45
3;276,41
8;272,43
0;285,44
1;287,45
3;287,41
3;298,41
6;276,43
0;296,44
0;299,44
0;304,44
0;312,44
0;313,44
3;309,41
0;316,44
0;317,44
0;322,44
0;335,44
6;307,43
0;345,44
3;345,41
8;345,43
8;355,43
0;358,44
0;369,44
3;365,41
6;353,43
8;376,43
0;376,44
